canonical_sphere_id,preserved_legacy_id,proposed_canonical_id,deterministic_migration_alias,display_name,normalized_key,exact_published_source_section,source_section_line_start,source_section_line_end,source_section_sha256,source_pack,source_version,aliases,content_family_labels,route_labels,deprecated_labels,status,expected_browse_rules_visibility,expected_character_creator_disposition,confirmed_selectable_talent_count,confirmed_membership_count,background_related_relationship_count,zero_projected_talent_status,source_provenance,record_commitment_sha256
tianxia.sphere.puppetry,tianxia.sphere.puppetry,tianxia.sphere.puppetry,null,Puppetry,puppetry,Sphere of Puppetry,64260,65454,94b66314120e235b60f4aab9a19e063d9af525d643b3447776a160757eb0899b,Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2,HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A,[],[],[],[],PUBLISHED_CANONICAL,true,OWNER_SELECTABLE_WITH_PREREQUISITES,0,0,2,true,"{""source_anchor"":""line:64260"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""67f67275889467d43605debaa0c05dc5ddde9ba079222819aabea27c66167775"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",1d6e65da5cfd248367123d68cb045cecd1bd77062b10cdfbcca187e0f1f5b6d8
tianxia.sphere.qiweaving,tianxia.sphere.qiweaving,tianxia.sphere.qiweaving,null,Qiweaving,qiweaving,Sphere of Qiweaving,65455,66715,735068b0b601225c775397a3ffdfae133354a4b06e8791a85796798f0e377845,Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2,HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A,[],[],[],[],PUBLISHED_CANONICAL,true,OWNER_SELECTABLE_WITH_PREREQUISITES,39,39,0,false,"{""source_anchor"":""line:65455"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""67f67275889467d43605debaa0c05dc5ddde9ba079222819aabea27c66167775"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",be3f99e100689dbc891dfdbe0c045d1771f863de5fd4293bb5ac5eb359ed273c
tianxia.sphere.radiance,tianxia.sphere.radiance,tianxia.sphere.radiance,null,Radiance,radiance,Sphere of Radiance,66716,68255,b2f4f1eb1e95d2eaf782eb74ac772223878b463eeb6856de19e0892bf500a9e5,Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2,HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A,[],[],[],[],PUBLISHED_CANONICAL,true,OWNER_SELECTABLE_WITH_PREREQUISITES,7,7,1,false,"{""source_anchor"":""line:66716"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""67f67275889467d43605debaa0c05dc5ddde9ba079222819aabea27c66167775"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",6401660d06c6c3c6d157650b911fb1c2e950972df714fd4dcf1b3c0cc720bf7f
tianxia.sphere.retribution,tianxia.sphere.retribution,tianxia.sphere.retribution,null,Retribution,retribution,Sphere of Retribution,68256,69035,727e1de94b202bcee8365d6ba1ddeeec7811c83ae43c0aaea2bccfce176cac39,Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2,HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A,[],[],[],[],PUBLISHED_CANONICAL,true,OWNER_SELECTABLE_WITH_PREREQUISITES,27,27,0,false,"{""source_anchor"":""line:68256"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""67f67275889467d43605debaa0c05dc5ddde9ba079222819aabea27c66167775"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",baa00e4b779f637d5392656ca92953f64031ce8e4696f7578f1a89a6720ec7c2
tianxia.sphere.sabers,tianxia.sphere.sabers,tianxia.sphere.sabers,null,Sabers,sabers,Sphere of Sabers,69036,69985,5f5df1abac9b0a20ffa7f06074a25fd33b11e9278b07fdbee7490e5c426d393d,Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2,HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A,[],[],[],[],PUBLISHED_CANONICAL,true,OWNER_SELECTABLE_WITH_PREREQUISITES,0,0,0,true,"{""source_anchor"":""line:69036"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""67f67275889467d43605debaa0c05dc5ddde9ba079222819aabea27c66167775"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",43e10153ddfe433afc011788b39c91901c5903f3612c0d6e9afeb87e85d858d9
tianxia.sphere.sand,tianxia.sphere.sand,tianxia.sphere.sand,null,Sand,sand,Sphere of Sand,69986,71258,28db22ca7015723768676c219615be13dcb5858bd83777cb493bc20b3c0f0530,Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2,HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A,[],[],[],[],PUBLISHED_CANONICAL,true,OWNER_SELECTABLE_WITH_PREREQUISITES,36,36,0,false,"{""source_anchor"":""line:69986"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""67f67275889467d43605debaa0c05dc5ddde9ba079222819aabea27c66167775"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",6e28cc65232ea408fc7ad283f4051efb95db2fa34c8d51f1fdd9dd2c91c4de95
tianxia.sphere.scoundrel,tianxia.sphere.scoundrel,tianxia.sphere.scoundrel,null,Scoundrel,scoundrel,Sphere of Scoundrel,71259,72542,4255db95f0a7527559f1735970097770414827744f193d643b216b844abe7d90,Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2,HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A,[],[],[],[],PUBLISHED_CANONICAL,true,OWNER_SELECTABLE_WITH_PREREQUISITES,36,36,5,false,"{""source_anchor"":""line:71259"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""67f67275889467d43605debaa0c05dc5ddde9ba079222819aabea27c66167775"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",b1a3faf072e9113c0851365af913ec41be2303a7887fafc4b560e96aceef38e6
tianxia.sphere.sect_stewardship,tianxia.sphere.sect_stewardship,tianxia.sphere.sect_stewardship,null,Sect Stewardship,sect_stewardship,Sphere of Sect Stewardship,72543,73940,22990411e4cdc05d2c91a8cea9919f6a33c163411525a850b7c591ffe7c71b13,Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2,HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A,"[""Sect Life""]",[],[],[],PUBLISHED_CANONICAL,true,OWNER_SELECTABLE_WITH_PREREQUISITES,31,31,4,false,"{""source_anchor"":""line:72543"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""67f67275889467d43605debaa0c05dc5ddde9ba079222819aabea27c66167775"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",37c9e70b9fccb49c33edfb5f20cb707dcde464bffdb492ef6eafdfafb63ce0ce
tianxia.sphere.shadow,tianxia.sphere.shadow,tianxia.sphere.shadow,null,Shadow,shadow,Sphere of Shadow,73941,75007,d38ce6da27c9fd09cd594b710b44635fc1fdedf2342087d4d9d4b6c52bb4da2a,Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2,HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A,[],[],[],[],PUBLISHED_CANONICAL,true,OWNER_SELECTABLE_WITH_PREREQUISITES,17,17,0,false,"{""source_anchor"":""line:73941"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""67f67275889467d43605debaa0c05dc5ddde9ba079222819aabea27c66167775"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",5d4f187e4bbaccb38ebfe84492f03ea86670b567d4a9fee56bd9ad0dc69b46b6
tianxia.sphere.shield,tianxia.sphere.shield,tianxia.sphere.shield,null,Shield,shield,Sphere of Shield,75008,76403,8113737f2a7bc37b1527579d3860aca2f15a7326ba142fb2edd8006d5cd20220,Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2,HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A,[],[],[],[],PUBLISHED_CANONICAL,true,OWNER_SELECTABLE_WITH_PREREQUISITES,35,35,0,false,"{""source_anchor"":""line:75008"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""67f67275889467d43605debaa0c05dc5ddde9ba079222819aabea27c66167775"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",0b4ed63241f776696da274abdf606682d60395eb446a529337e6b548ba050128
tianxia.sphere.smoke,tianxia.sphere.smoke,tianxia.sphere.smoke,null,Smoke,smoke,Sphere of Smoke,76404,77341,039e5b059f2b2dc9090054cf36402b422f9ae321d64fb96a4abc7ff06081b205,Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2,HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A,[],[],[],[],PUBLISHED_CANONICAL,true,OWNER_SELECTABLE_WITH_PREREQUISITES,31,31,0,false,"{""source_anchor"":""line:76404"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""67f67275889467d43605debaa0c05dc5ddde9ba079222819aabea27c66167775"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",fed0b1a98287581298d706e71c8557cd65bd02ba25042914e1c7eba71abcde34
tianxia.sphere.sniper,tianxia.sphere.sniper,tianxia.sphere.sniper,null,Sniper,sniper,Sphere of Sniper,77342,78467,0db5e6b2698e5d3856a3e48a6c97e495dc10247e1f7c3fe7c787b9f67a48fd6a,Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2,HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A,[],[],[],[],PUBLISHED_CANONICAL,true,OWNER_SELECTABLE_WITH_PREREQUISITES,40,40,1,false,"{""source_anchor"":""line:77342"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""67f67275889467d43605debaa0c05dc5ddde9ba079222819aabea27c66167775"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",74db44ac144e3065b7525f8c04f1d7ac176e3bb100a75dc203765d4f13a3461c
tianxia.sphere.sound,tianxia.sphere.sound,tianxia.sphere.sound,null,Sound,sound,Sphere of Sound,78468,80008,3c35072596d10a8026d78d5fc56bfe76f7ccc6d6c68298bff315c4f123cc2056,Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2,HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A,[],[],[],[],PUBLISHED_CANONICAL,true,OWNER_SELECTABLE_WITH_PREREQUISITES,38,38,0,false,"{""source_anchor"":""line:78468"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""67f67275889467d43605debaa0c05dc5ddde9ba079222819aabea27c66167775"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",353814c85e88dca84220438e9e48a36afa37f79e1a5d8e4831a4744771fd5d9e
tianxia.sphere.source,tianxia.sphere.source,tianxia.sphere.source,null,Source,source,Sphere of Source,80009,81235,752ae7219fbb376cb83f7df913a510e126c20af674d8afc0c059b8efb98a0326,Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2,HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A,[],[],[],[],PUBLISHED_CANONICAL,true,OWNER_SELECTABLE_WITH_PREREQUISITES,0,0,0,true,"{""source_anchor"":""line:80009"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""67f67275889467d43605debaa0c05dc5ddde9ba079222819aabea27c66167775"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",a1a174bf71bae8cbe912226b7d3409378afa471892230381d5ef9c9707b9952d
tianxia.sphere.space,tianxia.sphere.space,tianxia.sphere.space,null,Space,space,Sphere of Space,81236,82707,f0a2431f76a6d3f0ad5e64293e3d3be18c058c949891bfa8e8d15ff8427c1aba,Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2,HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A,[],[],[],[],PUBLISHED_CANONICAL,true,OWNER_SELECTABLE_WITH_PREREQUISITES,0,0,0,true,"{""source_anchor"":""line:81236"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""67f67275889467d43605debaa0c05dc5ddde9ba079222819aabea27c66167775"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",5eb9d459256310064b1ecc58182fe15964b76ebebf6eb6a808d1a73944d75834
tianxia.sphere.spear,tianxia.sphere.spear,tianxia.sphere.spear,null,Spear,spear,Sphere of Spear,82708,83269,35d5d58c655ef272c0407cac41bf814a248d337bc93e55f6b2ab868141c3fc45,Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2,HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A,[],[],[],[],PUBLISHED_CANONICAL,true,OWNER_SELECTABLE_WITH_PREREQUISITES,29,29,3,false,"{""source_anchor"":""line:82708"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""67f67275889467d43605debaa0c05dc5ddde9ba079222819aabea27c66167775"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",70101b83a39796002152cd494f77486834d91d4a09d6c0e380058112142ab8c6
tianxia.sphere.spirit_companions,tianxia.sphere.spirit_companions,tianxia.sphere.spirit_companions,null,Spirit Companions,spirit_companions,Sphere of Spirit Companions,83270,85470,fc15d7b2095e1c861c2d1d5c844d9def7875a193e2a938fdb0e6a2bfef640060,Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2,HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A,"[""Spirit Companions Possible Catalogue Name: Sphere of Spirit Companions""]",[],[],[],PUBLISHED_CANONICAL,true,OWNER_SELECTABLE_WITH_PREREQUISITES,0,0,5,true,"{""source_anchor"":""line:83270"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""67f67275889467d43605debaa0c05dc5ddde9ba079222819aabea27c66167775"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",97d65c3a6a365a1795cd93a187dd1db3bfa08512d4c5b2bdf98205189e102c26
tianxia.sphere.stars,tianxia.sphere.stars,tianxia.sphere.stars,null,Stars,stars,Sphere of Stars,85471,87111,b7e8b36edbc9e4e3265c35dcd8f87e3829ab3cc3b54ba0256c4c9a5d717ed44f,Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2,HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A,[],[],[],[],PUBLISHED_CANONICAL,true,OWNER_SELECTABLE_WITH_PREREQUISITES,6,6,0,false,"{""source_anchor"":""line:85471"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""67f67275889467d43605debaa0c05dc5ddde9ba079222819aabea27c66167775"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",a43f20337081ae28fd005ad0506cc428e79d47521e78677e98d736df4b9741fb
tianxia.sphere.sword,tianxia.sphere.sword,tianxia.sphere.sword,null,Sword,sword,Sphere of Sword,87112,88367,6ec2f7a083fd86e51b34298a2b16884c568d67903d2427afa104be27420b15ec,Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2,HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A,[],[],[],[],PUBLISHED_CANONICAL,true,OWNER_SELECTABLE_WITH_PREREQUISITES,25,25,2,false,"{""source_anchor"":""line:87112"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""67f67275889467d43605debaa0c05dc5ddde9ba079222819aabea27c66167775"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",c1e1635cb2bffbd113c90d9d0a3ad24a599a3c13a303938fbcb060836611bd32
tianxia.sphere.talismans,tianxia.sphere.talismans,tianxia.sphere.talismans,null,Talismans,talismans,Sphere of Talismans,88368,89780,bf4c27868e9132a9702a43d7cb21ca419a03942dd75329faa36c16d9322e176d,Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2,HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A,[],[],[],[],PUBLISHED_CANONICAL,true,OWNER_SELECTABLE_WITH_PREREQUISITES,0,0,3,true,"{""source_anchor"":""line:88368"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""67f67275889467d43605debaa0c05dc5ddde9ba079222819aabea27c66167775"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",44420c1b94dfb7b026ac649082c3c6b34048501d5ddc4ad251ec8089e25efd72
tianxia.sphere.the_hidden_eye,tianxia.sphere.the_hidden_eye,tianxia.sphere.the_hidden_eye,null,The Hidden Eye,the_hidden_eye,Sphere of The Hidden Eye,39585,40721,d402efafbf6870101f77d1fedad44c2326933024516ba1ac2533601ed3f86e5e,Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2,HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A,"[""Scout""]",[],[],[],PUBLISHED_CANONICAL,true,OWNER_SELECTABLE_WITH_PREREQUISITES,58,58,0,false,"{""source_anchor"":""line:39585"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""67f67275889467d43605debaa0c05dc5ddde9ba079222819aabea27c66167775"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",d1621cab3a93e221fef554528d2a259bbf6f7d41c3e93986d0c7bfe53e4db054
tianxia.sphere.the_piercing_needle,tianxia.sphere.the_piercing_needle,tianxia.sphere.the_piercing_needle,null,The Piercing Needle,the_piercing_needle,Sphere of The Piercing Needle,59821,60627,e3f40da7706c6b52afa54806fc7155234656defe5535370369868bd6538e4a0e,Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2,HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A,"[""Fencing"",""Fencing Sphere""]",[],[],[],PUBLISHED_CANONICAL,true,OWNER_SELECTABLE_WITH_PREREQUISITES,39,39,0,false,"{""source_anchor"":""line:59821"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""67f67275889467d43605debaa0c05dc5ddde9ba079222819aabea27c66167775"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",980ddd7fafef0e8855bb857924db90ee7862d696c818729dea1429a5daa0c709
tianxia.sphere.thread,tianxia.sphere.thread,tianxia.sphere.thread,null,Thread,thread,Sphere of Thread,89781,91006,fac5311aa1542aa47ace32b04293dbf97a619a73478dcddaff6228a6db73a342,Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2,HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A,[],[],[],[],PUBLISHED_CANONICAL,true,OWNER_SELECTABLE_WITH_PREREQUISITES,11,11,0,false,"{""source_anchor"":""line:89781"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""67f67275889467d43605debaa0c05dc5ddde9ba079222819aabea27c66167775"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",1860aba6bf0f3582cf81eceed6beff5eef39f934c4094a3ed9ca0a89de337e17
tianxia.sphere.trap,tianxia.sphere.trap,tianxia.sphere.trap,null,Trap,trap,Sphere of Trap,91007,91897,f2e6902a31f98436d36f47106ba8570e7268c775a219514fdde1673228fd3422,Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2,HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A,[],[],[],[],PUBLISHED_CANONICAL,true,OWNER_SELECTABLE_WITH_PREREQUISITES,32,32,2,false,"{""source_anchor"":""line:91007"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""67f67275889467d43605debaa0c05dc5ddde9ba079222819aabea27c66167775"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",838b257a973d18a1e8139d54ce5efb97e2c8fc77381b080b37d099899c44a05b
tianxia.sphere.unmaking,tianxia.sphere.unmaking,tianxia.sphere.unmaking,null,Unmaking,unmaking,Sphere of Unmaking,91898,92938,90dfa3a81e9506bc11a494936e15f3dc91562e169e465c93c6b9113c27b7144b,Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2,HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A,[],[],[],[],PUBLISHED_CANONICAL,true,OWNER_SELECTABLE_WITH_PREREQUISITES,31,31,0,false,"{""source_anchor"":""line:91898"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""67f67275889467d43605debaa0c05dc5ddde9ba079222819aabea27c66167775"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",f60bd1e0d59629d3f9f749a46e418bd74cfa7dc9f05c56fcb0ae0f5d98fa9c6a
