background_route_record_id,display_name,canonical_sphere_id,canonical_sphere_name,background_only,ordinary_training_presentation,selection_disposition,acquisition_route,source_text,source_provenance,record_commitment_sha256
tianxia.background_talent.sniper.still_scope_posture,Still-Scope Posture (Sniper),tianxia.sphere.sniper,Sniper,true,false,BACKGROUND_ORIGIN_ONLY,background-talent-selection,**Sniper Sphere.** You gain the Sniper sphere and the **Still-Scope Posture** talent.,"{""source_anchor"":""heading:background-spheres-and-talents"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""e5e8203907dbded3303f197ff86579e82ec4d08df1fdbbcd51b03af5a98edf1c"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Source_Text/Tianxia_PHB_Backgrounds_v2_BOOK_CLEAN_ORIGIN_RECONCILED_v0_6.md"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",15c1b6ca89da6f3ce25a9c2de21a0ac20a443770a1ede0321bd1a8613d5e764e
tianxia.background_talent.spear.long_shaft_discipline,Long-Shaft Discipline (Spear),tianxia.sphere.spear,Spear,true,false,BACKGROUND_ORIGIN_ONLY,background-talent-selection,**Spear Sphere.** You gain the Spear sphere and the **Long-Shaft Discipline** talent.,"{""source_anchor"":""heading:background-spheres-and-talents"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""e5e8203907dbded3303f197ff86579e82ec4d08df1fdbbcd51b03af5a98edf1c"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Source_Text/Tianxia_PHB_Backgrounds_v2_BOOK_CLEAN_ORIGIN_RECONCILED_v0_6.md"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",86c4ce4de2235714258e6717ac004c7287c5daadf49d21e2472d6065ade4ad22
tianxia.background_talent.spear.pursuit_spear,Pursuit Spear (Spear),tianxia.sphere.spear,Spear,true,false,BACKGROUND_ORIGIN_ONLY,background-talent-selection,**Spear Sphere.** You gain the Spear sphere and the **Pursuit Spear** talent.,"{""source_anchor"":""heading:background-spheres-and-talents"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""e5e8203907dbded3303f197ff86579e82ec4d08df1fdbbcd51b03af5a98edf1c"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Source_Text/Tianxia_PHB_Backgrounds_v2_BOOK_CLEAN_ORIGIN_RECONCILED_v0_6.md"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",16b5b3a422a236e624d1bc4dd6b1afec7b25d9fd0b341573512b9b790dba0bdd
tianxia.background_talent.spear.rooted_spear_stance,Rooted Spear Stance (Spear),tianxia.sphere.spear,Spear,true,false,BACKGROUND_ORIGIN_ONLY,background-talent-selection,**Spear Sphere.** You gain the Spear sphere and the **Rooted Spear Stance** talent.,"{""source_anchor"":""heading:background-spheres-and-talents"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""e5e8203907dbded3303f197ff86579e82ec4d08df1fdbbcd51b03af5a98edf1c"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Source_Text/Tianxia_PHB_Backgrounds_v2_BOOK_CLEAN_ORIGIN_RECONCILED_v0_6.md"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",38a7e712f637e0ce216d640d2cbf63bd7838e9372b60d0713e0a1e5f4817f403
tianxia.background_talent.spirit_companions.ancestral_ear,Ancestral Ear (Spirit Companions),tianxia.sphere.spirit_companions,Spirit Companions,true,false,BACKGROUND_ORIGIN_ONLY,background-talent-selection,**Ancestral Ear**,"{""source_anchor"":""heading:background-spheres-and-talents"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""e5e8203907dbded3303f197ff86579e82ec4d08df1fdbbcd51b03af5a98edf1c"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Source_Text/Tianxia_PHB_Backgrounds_v2_BOOK_CLEAN_ORIGIN_RECONCILED_v0_6.md"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",f9f0a388a358c5c3d45be27e1d16e27bcccf335494469a7d19632553fde8c4ab
tianxia.background_talent.spirit_companions.gentle_offering_method,Gentle Offering Method (Spirit Companions),tianxia.sphere.spirit_companions,Spirit Companions,true,false,BACKGROUND_ORIGIN_ONLY,background-talent-selection,**Gentle Offering Method**,"{""source_anchor"":""heading:background-spheres-and-talents"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""e5e8203907dbded3303f197ff86579e82ec4d08df1fdbbcd51b03af5a98edf1c"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Source_Text/Tianxia_PHB_Backgrounds_v2_BOOK_CLEAN_ORIGIN_RECONCILED_v0_6.md"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",d104af64f828fe5d29a381bba8bb010d24fab551f86e1f9469a96719fa11fe97
tianxia.background_talent.spirit_companions.iron_courtesy,Iron Courtesy (Spirit Companions),tianxia.sphere.spirit_companions,Spirit Companions,true,false,BACKGROUND_ORIGIN_ONLY,background-talent-selection,**Iron Courtesy**,"{""source_anchor"":""heading:background-spheres-and-talents"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""e5e8203907dbded3303f197ff86579e82ec4d08df1fdbbcd51b03af5a98edf1c"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Source_Text/Tianxia_PHB_Backgrounds_v2_BOOK_CLEAN_ORIGIN_RECONCILED_v0_6.md"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",a698e0655b4364679f9deb104f20c94bd0fc4ff2bec7c0991c8d1197021ba19b
tianxia.background_talent.spirit_companions.minor_spirit_agreements,Minor Spirit Agreements (Spirit Companions),tianxia.sphere.spirit_companions,Spirit Companions,true,false,BACKGROUND_ORIGIN_ONLY,background-talent-selection,**Spirit Companions Sphere.** You gain the Spirit Companions sphere and the **Minor Spirit Agreements** talent.,"{""source_anchor"":""heading:background-spheres-and-talents"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""e5e8203907dbded3303f197ff86579e82ec4d08df1fdbbcd51b03af5a98edf1c"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Source_Text/Tianxia_PHB_Backgrounds_v2_BOOK_CLEAN_ORIGIN_RECONCILED_v0_6.md"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",5e9372f0e98d31042404e4f31d1fb54101a24921942dd38fabb803ae346167ba
tianxia.background_talent.spirit_companions.vessel_mark,Vessel Mark (Spirit Companions),tianxia.sphere.spirit_companions,Spirit Companions,true,false,BACKGROUND_ORIGIN_ONLY,background-talent-selection,**Vessel Mark**,"{""source_anchor"":""heading:background-spheres-and-talents"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""e5e8203907dbded3303f197ff86579e82ec4d08df1fdbbcd51b03af5a98edf1c"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Source_Text/Tianxia_PHB_Backgrounds_v2_BOOK_CLEAN_ORIGIN_RECONCILED_v0_6.md"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",397ed72511fcbe1d1c661452390c263c0c395afb34f309fc99858d4a297b192a
tianxia.background_talent.sword.sword_drawing_stance,Sword Drawing Stance (Sword),tianxia.sphere.sword,Sword,true,false,BACKGROUND_ORIGIN_ONLY,background-talent-selection,**Sword Sphere.** You gain the Sword sphere and the **Sword Drawing Stance** talent.,"{""source_anchor"":""heading:background-spheres-and-talents"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""e5e8203907dbded3303f197ff86579e82ec4d08df1fdbbcd51b03af5a98edf1c"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Source_Text/Tianxia_PHB_Backgrounds_v2_BOOK_CLEAN_ORIGIN_RECONCILED_v0_6.md"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",4001ede25f8bbae6d53467544a6ee1c48e495a0fae12ef9eebf4ef6c511e2da7
tianxia.background_talent.sword.sword_guard,Sword Guard (Sword),tianxia.sphere.sword,Sword,true,false,BACKGROUND_ORIGIN_ONLY,background-talent-selection,**Sword Sphere.** You gain the Sword sphere and the **Sword Guard** talent.,"{""source_anchor"":""heading:background-spheres-and-talents"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""e5e8203907dbded3303f197ff86579e82ec4d08df1fdbbcd51b03af5a98edf1c"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Source_Text/Tianxia_PHB_Backgrounds_v2_BOOK_CLEAN_ORIGIN_RECONCILED_v0_6.md"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",0827469bdf26946e974c2545a868e43fd95b96a7f85e0a54059e321df0421254
tianxia.background_talent.talismans.hidden_sleeve_preparation,Hidden Sleeve Preparation (Talismans),tianxia.sphere.talismans,Talismans,true,false,BACKGROUND_ORIGIN_ONLY,background-talent-selection,**Talismans Sphere.** You gain the Talismans sphere and the **Hidden Sleeve Preparation** talent.,"{""source_anchor"":""heading:background-spheres-and-talents"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""e5e8203907dbded3303f197ff86579e82ec4d08df1fdbbcd51b03af5a98edf1c"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Source_Text/Tianxia_PHB_Backgrounds_v2_BOOK_CLEAN_ORIGIN_RECONCILED_v0_6.md"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",0ba260ac9bd56b199f378a252f1a9434317b8669e402825e13e0c79d593b63c2
tianxia.background_talent.talismans.talisman_master_s_ink,Talisman Master’s Ink (Talismans),tianxia.sphere.talismans,Talismans,true,false,BACKGROUND_ORIGIN_ONLY,background-talent-selection,**Talismans Sphere.** You gain the Talismans sphere and the **Talisman Master’s Ink** talent.,"{""source_anchor"":""heading:background-spheres-and-talents"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""e5e8203907dbded3303f197ff86579e82ec4d08df1fdbbcd51b03af5a98edf1c"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Source_Text/Tianxia_PHB_Backgrounds_v2_BOOK_CLEAN_ORIGIN_RECONCILED_v0_6.md"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",aa5068df2d119ab5648ae02db8b8878a70789d544c6bcdd26f9ee45588e33d10
tianxia.background_talent.talismans.warding_talisman,Warding Talisman (Talismans),tianxia.sphere.talismans,Talismans,true,false,BACKGROUND_ORIGIN_ONLY,background-talent-selection,**Talismans Sphere.** You gain the Talismans sphere and the **Warding Talisman** talent.,"{""source_anchor"":""heading:background-spheres-and-talents"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""e5e8203907dbded3303f197ff86579e82ec4d08df1fdbbcd51b03af5a98edf1c"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Source_Text/Tianxia_PHB_Backgrounds_v2_BOOK_CLEAN_ORIGIN_RECONCILED_v0_6.md"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",b819e7469bb63f2445f42bc89d31f1ab1b06d222448c46e57adce7c0e99ba3d4
tianxia.background_talent.trap.noose,Noose (Trap),tianxia.sphere.trap,Trap,true,false,BACKGROUND_ORIGIN_ONLY,background-talent-selection,**Trap Sphere.** You gain the Trap sphere and the **Noose** talent.,"{""source_anchor"":""heading:background-spheres-and-talents"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""e5e8203907dbded3303f197ff86579e82ec4d08df1fdbbcd51b03af5a98edf1c"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Source_Text/Tianxia_PHB_Backgrounds_v2_BOOK_CLEAN_ORIGIN_RECONCILED_v0_6.md"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",5412ac0025843ed11b15ab27d61bdb0a91039e3d3a6065b7bca314452308d941
tianxia.background_talent.trap.warning_trigger,Warning Trigger (Trap),tianxia.sphere.trap,Trap,true,false,BACKGROUND_ORIGIN_ONLY,background-talent-selection,**Trap Sphere.** You gain the Trap sphere and the **Warning Trigger** talent.,"{""source_anchor"":""heading:background-spheres-and-talents"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""e5e8203907dbded3303f197ff86579e82ec4d08df1fdbbcd51b03af5a98edf1c"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Source_Text/Tianxia_PHB_Backgrounds_v2_BOOK_CLEAN_ORIGIN_RECONCILED_v0_6.md"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",2d659a9e37b525f5dc77cf9a944e7c78e8c61f7b06f9604011fb4263edb5340e
tianxia.background_talent.warleader.battlefield_coordination,Battlefield Coordination (Warleader),tianxia.sphere.warleader,Warleader,true,false,BACKGROUND_ORIGIN_ONLY,background-talent-selection,**Warleader Sphere.** You gain the Warleader sphere and the **Battlefield Coordination** talent.,"{""source_anchor"":""heading:background-spheres-and-talents"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""e5e8203907dbded3303f197ff86579e82ec4d08df1fdbbcd51b03af5a98edf1c"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Source_Text/Tianxia_PHB_Backgrounds_v2_BOOK_CLEAN_ORIGIN_RECONCILED_v0_6.md"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",62bebea79935e2490306a914d77d2c5c5f6d56b27578f76adaf3326dee9677cf
tianxia.background_talent.warleader.rallying_speech,Rallying Speech (Warleader),tianxia.sphere.warleader,Warleader,true,false,BACKGROUND_ORIGIN_ONLY,background-talent-selection,**Warleader Sphere.** You gain the Warleader sphere and the **Rallying Speech** talent.,"{""source_anchor"":""heading:background-spheres-and-talents"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""e5e8203907dbded3303f197ff86579e82ec4d08df1fdbbcd51b03af5a98edf1c"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Source_Text/Tianxia_PHB_Backgrounds_v2_BOOK_CLEAN_ORIGIN_RECONCILED_v0_6.md"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",e0349834413a5b60456f688566cb853c5c069fac8b300e3b69fcf25089603df5
